#247
#17743
# what-if time: 170.0434639453888
# cost_requests: 2940384	cache_hits: 2920875
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;

param a :=
50 41377792 # ['cr_net_loss']
51 37609472 # ['cr_order_number']
52 41377792 # ['cr_refunded_cash']
53 41377792 # ['cr_return_amount']
54 41377792 # ['cr_return_amt_inc_tax']
55 37609472 # ['cr_return_quantity']
56 37609472 # ['cr_returned_date_sk']
57 37609472 # ['cr_returning_addr_sk']
58 37609472 # ['cr_returning_customer_sk']
59 41377792 # ['cr_reversed_charge']
60 41377792 # ['cr_store_credit']
61 376242176 # ['cs_bill_addr_sk']
62 376242176 # ['cs_bill_cdemo_sk']
63 376242176 # ['cs_bill_customer_sk']
64 376242176 # ['cs_bill_hdemo_sk']
65 376242176 # ['cs_call_center_sk']
66 376242176 # ['cs_catalog_page_sk']
67 357425152 # ['cs_coupon_amt']
68 413868032 # ['cs_ext_discount_amt']
69 432676864 # ['cs_ext_list_price']
70 413868032 # ['cs_ext_sales_price']
71 413868032 # ['cs_ext_ship_cost']
72 413868032 # ['cs_ext_wholesale_cost']
73 376242176 # ['cs_item_sk']
74 413868032 # ['cs_list_price']
75 413868032 # ['cs_net_paid']
76 413868032 # ['cs_net_profit']
77 376242176 # ['cs_order_number']
78 376242176 # ['cs_promo_sk']
79 376242176 # ['cs_quantity']
80 413868032 # ['cs_sales_price']
81 376242176 # ['cs_ship_addr_sk']
82 376242176 # ['cs_ship_customer_sk']
83 376242176 # ['cs_ship_date_sk']
84 376242176 # ['cs_ship_mode_sk']
85 376242176 # ['cs_sold_date_sk']
86 376242176 # ['cs_sold_time_sk']
87 376242176 # ['cs_warehouse_sk']
88 413868032 # ['cs_wholesale_cost']
89 1900544 # ['d_date']
90 1900544 # ['d_date_sk']
91 2473984 # ['d_day_name']
92 1900544 # ['d_dom']
93 1900544 # ['d_dow']
94 1900544 # ['d_month_seq']
95 1900544 # ['d_moy']
96 1900544 # ['d_qoy']
97 1900544 # ['d_week_seq']
98 1900544 # ['d_year']
99 294912 # ['hd_buy_potential']
100 180224 # ['hd_demo_sk']
101 180224 # ['hd_dep_count']
102 180224 # ['hd_income_band_sk']
103 180224 # ['hd_vehicle_count']
104 8921088 # ['i_brand']
105 2662400 # ['i_brand_id']
106 8921088 # ['i_category']
107 2662400 # ['i_category_id']
108 8921088 # ['i_class']
109 2662400 # ['i_class_id']
110 4923392 # ['i_color']
111 2924544 # ['i_current_price']
112 15720448 # ['i_item_desc']
113 4390912 # ['i_item_id']
114 2662400 # ['i_item_sk']
115 2662400 # ['i_manager_id']
116 8921088 # ['i_manufact']
117 2662400 # ['i_manufact_id']
118 8921088 # ['i_product_name']
119 4923392 # ['i_size']
120 3596288 # ['i_units']
121 2924544 # ['i_wholesale_cost']
122 8192 # ['ib_income_band_sk']
123 8192 # ['ib_lower_bound']
124 8192 # ['ib_upper_bound']
125 3477839872 # ['inv_date_sk']
126 3477839872 # ['inv_item_sk']
127 3477839872 # ['inv_quantity_on_hand']
128 3477839872 # ['inv_warehouse_sk']
129 8192 # ['p_channel_dmail']
130 8192 # ['p_channel_email']
131 8192 # ['p_channel_event']
132 8192 # ['p_channel_tv']
133 8192 # ['p_cost']
134 8192 # ['p_promo_sk']
135 8192 # ['r_reason_desc']
136 8192 # ['r_reason_sk']
137 8192 # ['s_city']
138 8192 # ['s_company_id']
139 8192 # ['s_company_name']
140 8192 # ['s_county']
141 8192 # ['s_gmt_offset']
142 8192 # ['s_market_id']
143 8192 # ['s_number_employees']
144 8192 # ['s_state']
145 8192 # ['s_store_id']
146 8192 # ['s_store_name']
147 8192 # ['s_store_sk']
148 8192 # ['s_street_name']
149 8192 # ['s_street_number']
150 8192 # ['s_street_type']
151 8192 # ['s_suite_number']
152 8192 # ['s_zip']
153 8192 # ['sm_carrier']
154 8192 # ['sm_ship_mode_sk']
155 8192 # ['sm_type']
156 75120640 # ['sr_cdemo_sk']
157 75120640 # ['sr_customer_sk']
158 75120640 # ['sr_item_sk']
159 82632704 # ['sr_net_loss']
160 75120640 # ['sr_reason_sk']
161 82632704 # ['sr_return_amt']
162 75120640 # ['sr_return_quantity']
163 75120640 # ['sr_returned_date_sk']
164 75120640 # ['sr_store_sk']
165 75120640 # ['sr_ticket_number']
166 752394240 # ['ss_addr_sk']
167 752394240 # ['ss_cdemo_sk']
168 714776576 # ['ss_coupon_amt']
169 752394240 # ['ss_customer_sk']
170 714776576 # ['ss_ext_discount_amt']
171 865255424 # ['ss_ext_list_price']
172 827637760 # ['ss_ext_sales_price']
173 827637760 # ['ss_ext_tax']
174 827637760 # ['ss_ext_wholesale_cost']
175 752394240 # ['ss_hdemo_sk']
176 752394240 # ['ss_item_sk']
177 827637760 # ['ss_list_price']
178 827637760 # ['ss_net_paid']
179 827637760 # ['ss_net_paid_inc_tax']
180 827637760 # ['ss_net_profit']
181 752394240 # ['ss_promo_sk']
182 752394240 # ['ss_quantity']
183 827637760 # ['ss_sales_price']
184 752394240 # ['ss_sold_date_sk']
185 752394240 # ['ss_sold_time_sk']
186 752394240 # ['ss_store_sk']
187 752394240 # ['ss_ticket_number']
188 827637760 # ['ss_wholesale_cost']
189 2252800 # ['t_hour']
190 4169728 # ['t_meal_time']
191 2252800 # ['t_minute']
192 2252800 # ['t_time']
193 2252800 # ['t_time_sk']
194 8192 # ['w_city']
195 8192 # ['w_country']
196 8192 # ['w_county']
197 8192 # ['w_state']
198 8192 # ['w_warehouse_name']
199 8192 # ['w_warehouse_sk']
200 8192 # ['w_warehouse_sq_ft']
201 8192 # ['web_company_name']
202 8192 # ['web_name']
203 8192 # ['web_site_id']
204 8192 # ['web_site_sk']
205 8192 # ['wp_char_count']
206 8192 # ['wp_web_page_sk']
207 20668416 # ['wr_fee']
208 18784256 # ['wr_item_sk']
209 20668416 # ['wr_net_loss']
210 18784256 # ['wr_order_number']
211 18784256 # ['wr_reason_sk']
212 18784256 # ['wr_refunded_addr_sk']
213 20668416 # ['wr_refunded_cash']
214 18784256 # ['wr_refunded_cdemo_sk']
215 20668416 # ['wr_return_amt']
216 18784256 # ['wr_return_quantity']
217 18784256 # ['wr_returned_date_sk']
218 18784256 # ['wr_returning_addr_sk']
219 18784256 # ['wr_returning_cdemo_sk']
220 18784256 # ['wr_returning_customer_sk']
221 18784256 # ['wr_web_page_sk']
222 188039168 # ['ws_bill_addr_sk']
223 188039168 # ['ws_bill_customer_sk']
224 206848000 # ['ws_ext_discount_amt']
225 216244224 # ['ws_ext_list_price']
226 206848000 # ['ws_ext_sales_price']
227 206848000 # ['ws_ext_ship_cost']
228 206848000 # ['ws_ext_wholesale_cost']
229 188039168 # ['ws_item_sk']
230 206848000 # ['ws_list_price']
231 206848000 # ['ws_net_paid']
232 216244224 # ['ws_net_paid_inc_ship']
233 206848000 # ['ws_net_profit']
234 188039168 # ['ws_order_number']
235 188039168 # ['ws_promo_sk']
236 188039168 # ['ws_quantity']
237 206848000 # ['ws_sales_price']
238 188039168 # ['ws_ship_addr_sk']
239 188039168 # ['ws_ship_date_sk']
240 188039168 # ['ws_ship_hdemo_sk']
241 188039168 # ['ws_ship_mode_sk']
242 188039168 # ['ws_sold_date_sk']
243 188039168 # ['ws_sold_time_sk']
244 188039168 # ['ws_warehouse_sk']
245 188039168 # ['ws_web_page_sk']
246 188039168 # ['ws_web_site_sk']
247 206848000 # ['ws_wholesale_cost']
;

set combi[0]:= ;
set combi[1]:= 120;
set combi[2]:= 197;
set combi[3]:= 184;
set combi[4]:= 53;
set combi[5]:= 115;
set combi[6]:= 63;
set combi[7]:= 83;
set combi[8]:= 97;
set combi[9]:= 198;
set combi[10]:= 25;
set combi[11]:= 125;
set combi[12]:= 146;
set combi[13]:= 113;
set combi[14]:= 5;
set combi[15]:= 204;
set combi[16]:= 99;
set combi[17]:= 169;
set combi[18]:= 193;
set combi[19]:= 156;
set combi[20]:= 118;
set combi[21]:= 160;
set combi[22]:= 93;
set combi[23]:= 9;
set combi[24]:= 58;
set combi[25]:= 215;
set combi[26]:= 100;
set combi[27]:= 90;
set combi[28]:= 6;
set combi[29]:= 187;
set combi[30]:= 77;
set combi[31]:= 51;
set combi[32]:= 189;
set combi[33]:= 210;
set combi[34]:= 181;
set combi[35]:= 22;
set combi[36]:= 182;
set combi[37]:= 114;
set combi[38]:= 56;
set combi[39]:= 19;
set combi[40]:= 98;
set combi[41]:= 30;
set combi[42]:= 136;
set combi[43]:= 165;
set combi[44]:= 229;
set combi[45]:= 234;
set combi[46]:= 94;
set combi[47]:= 92;
set combi[48]:= 23;
set combi[49]:= 43;
set combi[50]:= 176;
set combi[51]:= 108;
set combi[52]:= 206;
set combi[53]:= 85;
set combi[54]:= 157;
set combi[55]:= 101;
set combi[56]:= 126;
set combi[57]:= 141;
set combi[58]:= 217;
set combi[59]:= 82;
set combi[60]:= 32;
set combi[61]:= 89;
set combi[62]:= 122;
set combi[63]:= 242;
set combi[64]:= 110;
set combi[65]:= 73;
set combi[66]:= 208;
set combi[67]:= 49;
set combi[68]:= 163;
set combi[69]:= 111;
set combi[70]:= 104;
set combi[71]:= 117;
set combi[72]:= 147;
set combi[73]:= 8;
set combi[74]:= 41;
set combi[75]:= 235;
set combi[76]:= 46;
set combi[77]:= 158;
set combi[78]:= 95;
set combi[79]:= 116;
set combi[80]:= 20;
set combi[81]:= 192;
set combi[82]:= 106;
set combi[83]:= 161;
set combi[84]:= 223;
set combi[85]:= 96;
set combi[86]:= 134;
set combi[87]:= 37;
set combi[88]:= 120 214;
set combi[89]:= 120 154;
set combi[90]:= 120 197;
set combi[91]:= 120 172;
set combi[92]:= 120 184;
set combi[93]:= 120 68;
set combi[94]:= 120 53;
set combi[95]:= 120 115;
set combi[96]:= 120 70;
set combi[97]:= 120 162;
set combi[98]:= 120 55;
set combi[99]:= 120 63;
set combi[100]:= 120 213;
set combi[101]:= 120 3;
set combi[102]:= 120 138;
set combi[103]:= 120 83;
set combi[104]:= 120 97;
set combi[105]:= 120 48;
set combi[106]:= 120 45;
set combi[107]:= 120 198;
set combi[108]:= 120 25;
set combi[109]:= 120 125;
set combi[110]:= 120 12;
set combi[111]:= 120 146;
set combi[112]:= 120 39;
set combi[113]:= 120 124;
set combi[114]:= 120 113;
set combi[115]:= 120 34;
set combi[116]:= 120 128;
set combi[117]:= 120 5;
set combi[118]:= 120 204;
set combi[119]:= 120 185;
set combi[120]:= 120 202;
set combi[121]:= 120 76;
set combi[122]:= 120 28;
set combi[123]:= 120 129;
set combi[124]:= 120 99;
set combi[125]:= 120 105;
set combi[126]:= 120 59;
set combi[127]:= 120 13;
set combi[128]:= 120 11;
set combi[129]:= 120 169;
set combi[130]:= 120 245;
set combi[131]:= 120 142;
set combi[132]:= 120 27;
set combi[133]:= 120 226;
set combi[134]:= 120 64;
set combi[135]:= 120 35;
set combi[136]:= 120 193;
set combi[137]:= 120 119;
set combi[138]:= 120 216;
set combi[139]:= 120 156;
set combi[140]:= 120 118;
set combi[141]:= 120 52;
set combi[142]:= 120 4;
set combi[143]:= 120 166;
set combi[144]:= 120 131;
set combi[145]:= 120 80;
set combi[146]:= 120 203;
set combi[147]:= 120 160;
set combi[148]:= 120 54;
set combi[149]:= 120 93;
set combi[150]:= 120 9;
set combi[151]:= 120 137;
set combi[152]:= 120 238;
set combi[153]:= 120 58;
set combi[154]:= 120 145;
set combi[155]:= 120 215;
set combi[156]:= 120 201;
set combi[157]:= 120 91;
set combi[158]:= 120 75;
set combi[159]:= 120 100;
set combi[160]:= 120 90;
set combi[161]:= 120 65;
set combi[162]:= 120 16;
set combi[163]:= 120 6;
set combi[164]:= 120 241;
set combi[165]:= 120 231;
set combi[166]:= 120 42;
set combi[167]:= 120 187;
set combi[168]:= 120 21;
set combi[169]:= 120 77;
set combi[170]:= 120 67;
set combi[171]:= 120 81;
set combi[172]:= 120 140;
set combi[173]:= 120 212;
set combi[174]:= 120 38;
set combi[175]:= 120 51;
set combi[176]:= 120 74;
set combi[177]:= 120 246;
set combi[178]:= 120 50;
set combi[179]:= 120 189;
set combi[180]:= 120 220;
set combi[181]:= 120 207;
set combi[182]:= 120 210;
set combi[183]:= 120 66;
set combi[184]:= 120 71;
set combi[185]:= 120 244;
set combi[186]:= 120 78;
set combi[187]:= 120 29;
set combi[188]:= 120 181;
set combi[189]:= 120 22;
set combi[190]:= 120 47;
set combi[191]:= 120 57;
set combi[192]:= 120 121;
set combi[193]:= 120 1;
set combi[194]:= 120 14;
set combi[195]:= 120 199;
set combi[196]:= 120 155;
set combi[197]:= 120 182;
set combi[198]:= 120 123;
set combi[199]:= 120 195;
set combi[200]:= 120 114;
set combi[201]:= 120 33;
set combi[202]:= 120 230;
set combi[203]:= 120 222;
set combi[204]:= 120 168;
set combi[205]:= 120 56;
set combi[206]:= 120 19;
set combi[207]:= 120 196;
set combi[208]:= 120 183;
set combi[209]:= 120 98;
set combi[210]:= 120 30;
set combi[211]:= 120 18;
set combi[212]:= 120 153;
set combi[213]:= 120 136;
set combi[214]:= 120 190;
set combi[215]:= 120 165;
set combi[216]:= 120 229;
set combi[217]:= 120 234;
set combi[218]:= 120 88;
set combi[219]:= 120 130;
set combi[220]:= 120 94;
set combi[221]:= 120 92;
set combi[222]:= 120 23;
set combi[223]:= 120 43;
set combi[224]:= 120 7;
set combi[225]:= 120 176;
set combi[226]:= 120 239;
set combi[227]:= 120 143;
set combi[228]:= 120 167;
set combi[229]:= 120 112;
set combi[230]:= 120 179;
set combi[231]:= 120 72;
set combi[232]:= 120 86;
set combi[233]:= 120 178;
set combi[234]:= 120 227;
set combi[235]:= 120 236;
set combi[236]:= 120 247;
set combi[237]:= 120 26;
set combi[238]:= 120 44;
set combi[239]:= 120 191;
set combi[240]:= 120 69;
set combi[241]:= 120 108;
set combi[242]:= 120 206;
set combi[243]:= 120 177;
set combi[244]:= 120 85;
set combi[245]:= 120 157;
set combi[246]:= 120 101;
set combi[247]:= 120 2;
set combi[248]:= 120 209;
set combi[249]:= 120 159;
set combi[250]:= 120 219;
set combi[251]:= 120 126;
set combi[252]:= 120 174;
set combi[253]:= 120 141;
set combi[254]:= 120 217;
set combi[255]:= 120 82;
set combi[256]:= 120 127;
set combi[257]:= 120 61;
set combi[258]:= 120 87;
set combi[259]:= 120 152;
set combi[260]:= 120 32;
set combi[261]:= 120 194;
set combi[262]:= 120 139;
set combi[263]:= 120 149;
set combi[264]:= 120 84;
set combi[265]:= 120 224;
set combi[266]:= 120 89;
set combi[267]:= 120 122;
set combi[268]:= 120 148;
set combi[269]:= 120 133;
set combi[270]:= 120 10;
set combi[271]:= 120 132;
set combi[272]:= 120 242;
set combi[273]:= 120 135;
set combi[274]:= 120 188;
set combi[275]:= 120 240;
set combi[276]:= 120 110;
set combi[277]:= 120 109;
set combi[278]:= 120 107;
set combi[279]:= 120 17;
set combi[280]:= 120 73;
set combi[281]:= 120 62;
set combi[282]:= 120 228;
set combi[283]:= 120 208;
set combi[284]:= 120 49;
set combi[285]:= 120 175;
set combi[286]:= 120 163;
set combi[287]:= 120 243;
set combi[288]:= 120 102;
set combi[289]:= 120 200;
set combi[290]:= 120 111;
set combi[291]:= 120 232;
set combi[292]:= 120 104;
set combi[293]:= 120 221;
set combi[294]:= 120 173;
set combi[295]:= 120 150;
set combi[296]:= 120 117;
set combi[297]:= 120 147;
set combi[298]:= 120 15;
set combi[299]:= 120 8;
set combi[300]:= 120 103;
set combi[301]:= 120 79;
set combi[302]:= 120 41;
set combi[303]:= 120 164;
set combi[304]:= 120 235;
set combi[305]:= 120 46;
set combi[306]:= 120 158;
set combi[307]:= 120 225;
set combi[308]:= 120 95;
set combi[309]:= 120 218;
set combi[310]:= 120 116;
set combi[311]:= 120 24;
set combi[312]:= 120 31;
set combi[313]:= 120 151;
set combi[314]:= 120 186;
set combi[315]:= 120 170;
set combi[316]:= 120 180;
set combi[317]:= 120 20;
set combi[318]:= 120 192;
set combi[319]:= 120 144;
set combi[320]:= 120 106;
set combi[321]:= 120 161;
set combi[322]:= 120 171;
set combi[323]:= 120 223;
set combi[324]:= 120 237;
set combi[325]:= 120 233;
set combi[326]:= 120 211;
set combi[327]:= 120 40;
set combi[328]:= 120 60;
set combi[329]:= 120 205;
set combi[330]:= 120 96;
set combi[331]:= 120 134;
set combi[332]:= 120 37;
set combi[333]:= 120 36;
set combi[334]:= 214 197;
set combi[335]:= 214 184;
set combi[336]:= 214 53;
set combi[337]:= 214 115;
set combi[338]:= 214 63;
set combi[339]:= 214 83;
set combi[340]:= 214 97;
set combi[341]:= 214 198;
set combi[342]:= 214 25;
set combi[343]:= 214 125;
set combi[344]:= 214 146;
set combi[345]:= 214 113;
set combi[346]:= 214 5;
set combi[347]:= 214 204;
set combi[348]:= 214 99;
set combi[349]:= 214 169;
set combi[350]:= 214 193;
set combi[351]:= 214 156;
set combi[352]:= 214 118;
set combi[353]:= 214 160;
set combi[354]:= 214 93;
set combi[355]:= 214 9;
set combi[356]:= 214 58;
set combi[357]:= 214 215;
set combi[358]:= 214 100;
set combi[359]:= 214 90;
set combi[360]:= 214 6;
set combi[361]:= 214 187;
set combi[362]:= 214 77;
set combi[363]:= 214 51;
set combi[364]:= 214 189;
set combi[365]:= 214 210;
set combi[366]:= 214 181;
set combi[367]:= 214 22;
set combi[368]:= 214 182;
set combi[369]:= 214 114;
set combi[370]:= 214 56;
set combi[371]:= 214 19;
set combi[372]:= 214 98;
set combi[373]:= 214 30;
set combi[374]:= 214 136;
set combi[375]:= 214 165;
set combi[376]:= 214 229;
set combi[377]:= 214 234;
set combi[378]:= 214 94;
set combi[379]:= 214 92;
set combi[380]:= 214 23;
set combi[381]:= 214 43;
set combi[382]:= 214 176;
set combi[383]:= 214 108;
set combi[384]:= 214 206;
set combi[385]:= 214 85;
set combi[386]:= 214 157;
set combi[387]:= 214 101;
set combi[388]:= 214 126;
set combi[389]:= 214 141;
set combi[390]:= 214 217;
set combi[391]:= 214 82;
set combi[392]:= 214 32;
set combi[393]:= 214 89;
set combi[394]:= 214 122;
set combi[395]:= 214 242;
set combi[396]:= 214 110;
set combi[397]:= 214 73;
set combi[398]:= 214 208;
set combi[399]:= 214 49;
set combi[400]:= 214 163;
set combi[401]:= 214 111;
set combi[402]:= 214 104;
set combi[403]:= 214 117;
set combi[404]:= 214 147;
set combi[405]:= 214 8;
set combi[406]:= 214 41;
set combi[407]:= 214 235;
set combi[408]:= 214 46;
set combi[409]:= 214 158;
set combi[410]:= 214 95;
set combi[411]:= 214 116;
set combi[412]:= 214 20;
set combi[413]:= 214 192;
set combi[414]:= 214 106;
set combi[415]:= 214 161;
set combi[416]:= 214 223;
set combi[417]:= 214 96;
set combi[418]:= 214 134;
set combi[419]:= 214 37;
set combi[420]:= 154 197;
set combi[421]:= 154 184;
set combi[422]:= 154 53;
set combi[423]:= 154 115;
set combi[424]:= 154 63;
set combi[425]:= 154 83;
set combi[426]:= 154 97;
set combi[427]:= 154 198;
set combi[428]:= 154 25;
set combi[429]:= 154 125;
set combi[430]:= 154 146;
set combi[431]:= 154 113;
set combi[432]:= 154 5;
set combi[433]:= 154 204;
set combi[434]:= 154 99;
set combi[435]:= 154 169;
set combi[436]:= 154 193;
set combi[437]:= 154 156;
set combi[438]:= 154 118;
set combi[439]:= 154 160;
set combi[440]:= 154 93;
set combi[441]:= 154 9;
set combi[442]:= 154 58;
set combi[443]:= 154 215;
set combi[444]:= 154 100;
set combi[445]:= 154 90;
set combi[446]:= 154 6;
set combi[447]:= 154 187;
set combi[448]:= 154 77;
set combi[449]:= 154 51;
set combi[450]:= 154 189;
set combi[451]:= 154 210;
set combi[452]:= 154 181;
set combi[453]:= 154 22;
set combi[454]:= 154 182;
set combi[455]:= 154 114;
set combi[456]:= 154 56;
set combi[457]:= 154 19;
set combi[458]:= 154 98;
set combi[459]:= 154 30;
set combi[460]:= 154 136;
set combi[461]:= 154 165;
set combi[462]:= 154 229;
set combi[463]:= 154 234;
set combi[464]:= 154 94;
set combi[465]:= 154 92;
set combi[466]:= 154 23;
set combi[467]:= 154 43;
set combi[468]:= 154 176;
set combi[469]:= 154 108;
set combi[470]:= 154 206;
set combi[471]:= 154 85;
set combi[472]:= 154 157;
set combi[473]:= 154 101;
set combi[474]:= 154 126;
set combi[475]:= 154 141;
set combi[476]:= 154 217;
set combi[477]:= 154 82;
set combi[478]:= 154 32;
set combi[479]:= 154 89;
set combi[480]:= 154 122;
set combi[481]:= 154 242;
set combi[482]:= 154 110;
set combi[483]:= 154 73;
set combi[484]:= 154 208;
set combi[485]:= 154 49;
set combi[486]:= 154 163;
set combi[487]:= 154 111;
set combi[488]:= 154 104;
set combi[489]:= 154 117;
set combi[490]:= 154 147;
set combi[491]:= 154 8;
set combi[492]:= 154 41;
set combi[493]:= 154 235;
set combi[494]:= 154 46;
set combi[495]:= 154 158;
set combi[496]:= 154 95;
set combi[497]:= 154 116;
set combi[498]:= 154 20;
set combi[499]:= 154 192;
set combi[500]:= 154 106;
set combi[501]:= 154 161;
set combi[502]:= 154 223;
set combi[503]:= 154 96;
set combi[504]:= 154 134;
set combi[505]:= 154 37;
set combi[506]:= 197 172;
set combi[507]:= 197 184;
set combi[508]:= 197 68;
set combi[509]:= 197 53;
set combi[510]:= 197 115;
set combi[511]:= 197 70;
set combi[512]:= 197 162;
set combi[513]:= 197 55;
set combi[514]:= 197 63;
set combi[515]:= 197 213;
set combi[516]:= 197 3;
set combi[517]:= 197 138;
set combi[518]:= 197 83;
set combi[519]:= 197 97;
set combi[520]:= 197 48;
set combi[521]:= 197 45;
set combi[522]:= 197 198;
set combi[523]:= 197 25;
set combi[524]:= 197 125;
set combi[525]:= 197 12;
set combi[526]:= 197 146;
set combi[527]:= 197 39;
set combi[528]:= 197 124;
set combi[529]:= 197 113;
set combi[530]:= 197 34;
set combi[531]:= 197 128;
set combi[532]:= 197 5;
set combi[533]:= 197 204;
set combi[534]:= 197 185;
set combi[535]:= 197 202;
set combi[536]:= 197 76;
set combi[537]:= 197 28;
set combi[538]:= 197 129;
set combi[539]:= 197 99;
set combi[540]:= 197 105;
set combi[541]:= 197 59;
set combi[542]:= 197 13;
set combi[543]:= 197 11;
set combi[544]:= 197 169;
set combi[545]:= 197 245;
set combi[546]:= 197 142;
set combi[547]:= 197 27;
set combi[548]:= 197 226;
set combi[549]:= 197 64;
set combi[550]:= 197 35;
set combi[551]:= 197 193;
set combi[552]:= 197 119;
set combi[553]:= 197 216;
set combi[554]:= 197 156;
set combi[555]:= 197 118;
set combi[556]:= 197 52;
set combi[557]:= 197 4;
set combi[558]:= 197 166;
set combi[559]:= 197 131;
set combi[560]:= 197 80;
set combi[561]:= 197 203;
set combi[562]:= 197 160;
set combi[563]:= 197 54;
set combi[564]:= 197 93;
set combi[565]:= 197 9;
set combi[566]:= 197 137;
set combi[567]:= 197 238;
set combi[568]:= 197 58;
set combi[569]:= 197 145;
set combi[570]:= 197 215;
set combi[571]:= 197 201;
set combi[572]:= 197 91;
set combi[573]:= 197 75;
set combi[574]:= 197 100;
set combi[575]:= 197 90;
set combi[576]:= 197 65;
set combi[577]:= 197 16;
set combi[578]:= 197 6;
set combi[579]:= 197 241;
set combi[580]:= 197 231;
set combi[581]:= 197 42;
set combi[582]:= 197 187;
set combi[583]:= 197 21;
set combi[584]:= 197 77;
set combi[585]:= 197 67;
set combi[586]:= 197 81;
set combi[587]:= 197 140;
set combi[588]:= 197 212;
set combi[589]:= 197 38;
set combi[590]:= 197 51;
set combi[591]:= 197 74;
set combi[592]:= 197 246;
set combi[593]:= 197 50;
set combi[594]:= 197 189;
set combi[595]:= 197 220;
set combi[596]:= 197 207;
set combi[597]:= 197 210;
set combi[598]:= 197 66;
set combi[599]:= 197 71;
set combi[600]:= 197 244;
set combi[601]:= 197 78;
set combi[602]:= 197 29;
set combi[603]:= 197 181;
set combi[604]:= 197 22;
set combi[605]:= 197 47;
set combi[606]:= 197 57;
set combi[607]:= 197 121;
set combi[608]:= 197 1;
set combi[609]:= 197 14;
set combi[610]:= 197 199;
set combi[611]:= 197 155;
set combi[612]:= 197 182;
set combi[613]:= 197 123;
set combi[614]:= 197 195;
set combi[615]:= 197 114;
set combi[616]:= 197 33;
set combi[617]:= 197 230;
set combi[618]:= 197 222;
set combi[619]:= 197 168;
set combi[620]:= 197 56;
set combi[621]:= 197 19;
set combi[622]:= 197 196;
set combi[623]:= 197 183;
set combi[624]:= 197 98;
set combi[625]:= 197 30;
set combi[626]:= 197 18;
set combi[627]:= 197 153;
set combi[628]:= 197 136;
set combi[629]:= 197 190;
set combi[630]:= 197 165;
set combi[631]:= 197 229;
set combi[632]:= 197 234;
set combi[633]:= 197 88;
set combi[634]:= 197 130;
set combi[635]:= 197 94;
set combi[636]:= 197 92;
set combi[637]:= 197 23;
set combi[638]:= 197 43;
set combi[639]:= 197 7;
set combi[640]:= 197 176;
set combi[641]:= 197 239;
set combi[642]:= 197 143;
set combi[643]:= 197 167;
set combi[644]:= 197 112;
set combi[645]:= 197 179;
set combi[646]:= 197 72;
set combi[647]:= 197 86;
set combi[648]:= 197 178;
set combi[649]:= 197 227;
set combi[650]:= 197 236;
set combi[651]:= 197 247;
